cd_sistema,cd_central,cd_cooperativa,ano,mes,nota_sobras_ou_perdas_sobre_recursos_totais,nota_inadimplencia,nota_liquidez_na_central,nota_adto_depositante,nota_custo_fixo_sobre_total_recursos,nota_tarifas_sobre_custo_fixo,nota_honorarios_e_cedula_sobre_custo_fixo,nota_folha_encargos_sobre_total_recursos,nota_receita_financeira_sobre_total_recursos,nota_retorno_carteira_de_credito,nota_despesas_financeiras_sobre_recursos_captados,nota_despesas_captacao_sobre_dep_prazo,nota_resultado_PCLD_sobre_despesas_totais_mes,nota_resultado_PCLD_sobre_total_recursos,nota_liquidez_geral,nota_participacao_capital_proprio,nota_rentabilidade_sobras_sobre_receitas_brutas,nota_rentabilidade_sobre_capital_proprio,nota_evolucao_quadro_social,nota_limite_exposicao_por_cliente,nota_concentacao_carteira_credito,nota_enquadramento_PRE,nota_concentracao_depositos,nota_imobilizacao_capital_proprio,nota_evolucao_patrimonial,alerta_sobras_ou_perdas_sobre_recursos_totais,alerta_inadimplencia,alerta_liquidez_na_central,alerta_adto_depositante,alerta_custo_fixo_sobre_total_recursos,alerta_tarifas_sobre_custo_fixo,alerta_honorarios_e_cedula_sobre_custo_fixo,alerta_folha_encargos_sobre_total_recursos,alerta_receita_financeira_sobre_total_recursos,alerta_retorno_carteira_de_credito,alerta_despesas_financeiras_sobre_recursos_captados,alerta_despesas_captacao_sobre_dep_prazo,alerta_resultado_PCLD_sobre_despesas_totais_mes,alerta_resultado_PCLD_sobre_total_recursos,alerta_liquidez_geral,alerta_participacao_capital_proprio,alerta_rentabilidade_sobras_sobre_receitas_brutas,alerta_rentabilidade_sobre_capital_proprio,alerta_evolucao_quadro_social,alerta_limite_exposicao_por_cliente,alerta_concentacao_carteira_credito,alerta_enquadramento_PRE,alerta_concentracao_depositos,alerta_imobilizacao_capital_proprio,alerta_evolucao_patrimonial,total,nu_justificativa,nu_plano,tx_justificativa,tx_plano,st_justificativa,st_plano
1,9,2,2010,12,3,4,4,1,1,4,4,1,4,4,4,4,3,3,4,3,4,4,3,4,4,4,3,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,0,9,,,0,0
1,9,3,2010,12,1,2,4,3,1,4,4,1,2,4,4,3,3,4,1,1,1,1,1,2,2,4,1,2,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,63,12,9,,,0,0
1,9,4,2010,12,2,3,4,3,1,4,4,1,4,4,4,4,3,4,4,2,3,3,1,2,3,4,3,4,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,81,0,9,,,0,0
1,9,5,2010,12,1,1,4,3,1,2,3,1,4,4,4,1,1,1,4,4,1,1,1,4,3,4,1,4,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,61,5,9,,,0,0
1,9,6,2010,12,1,4,4,2,1,3,4,1,4,4,4,3,3,4,4,3,1,1,1,4,4,4,1,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,72,2,9,,,0,0
1,9,7,2010,12,1,3,4,3,1,4,4,1,3,4,4,3,4,4,1,1,1,1,1,2,3,4,2,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,69,12,9,,,0,0
1,9,8,2010,12,3,1,4,2,1,4,4,1,4,4,1,1,3,1,1,1,3,4,1,2,4,4,1,3,4,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,65,6,9,,,0,0
1,9,9,2010,12,1,2,4,4,1,4,2,1,4,4,4,1,4,1,4,2,1,1,1,2,1,4,2,4,4,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,66,6,9,,,0,0
1,9,10,2010,12,1,2,4,2,1,4,3,1,4,4,4,2,3,4,4,3,1,1,2,4,4,1,2,4,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,69,1,9,,,0,0
1,9,11,2010,12,2,2,4,3,1,4,3,2,3,4,4,4,4,4,3,2,3,4,4,2,2,4,4,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,79,0,9,,,0,0
1,9,12,2010,12,1,4,4,3,1,4,3,2,3,4,4,1,3,4,2,1,1,1,1,1,2,4,1,4,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,63,5,9,,,0,0
1,9,13,2010,12,3,1,4,4,3,4,3,4,3,3,3,1,3,4,1,1,4,4,3,3,4,4,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,77,0,9,,,0,0
1,9,14,2010,12,1,1,4,4,1,4,4,2,4,2,4,4,2,1,3,2,1,1,1,3,3,4,4,4,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,68,1,9,,,0,0
1,9,15,2010,12,4,1,4,3,1,4,3,2,4,4,4,1,2,4,1,1,4,4,2,2,4,4,2,4,4,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,76,0,9,,,0,0
1,9,16,2010,12,2,2,4,1,1,4,4,1,4,4,4,3,3,3,3,1,2,4,4,2,2,4,1,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,70,2,9,,,0,0
1,9,1,2010,11,1,4,4,1,1,3,4,1,2,4,3,4,4,4,4,2,1,1,1,4,4,4,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,72,1,0,,,0,0
1,9,2,2010,11,2,4,4,1,1,4,4,1,4,4,4,4,4,3,4,3,2,2,1,4,4,4,3,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,79,0,9,,,0,0
1,9,3,2010,11,1,2,4,3,1,4,4,1,2,4,4,4,4,4,1,1,1,1,1,2,1,3,4,3,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,67,11,9,,,0,0
1,9,4,2010,11,1,3,4,3,1,4,4,1,3,4,4,4,2,2,4,2,1,1,1,2,3,4,2,4,4,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,71,4,9,,,0,0
1,9,5,2010,11,1,1,4,1,1,3,3,1,4,4,1,3,3,1,4,3,1,1,4,4,3,4,1,4,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,64,4,9,,,0,0
1,9,6,2010,11,1,4,4,3,1,3,2,1,4,4,4,4,4,4,4,3,1,1,2,4,4,4,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,72,1,9,,,0,0
1,9,7,2010,11,1,3,2,2,1,4,4,1,4,4,4,4,3,4,2,1,1,1,2,2,3,3,2,4,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,66,11,9,,,0,0
1,9,8,2010,11,2,1,4,1,1,4,4,1,4,4,4,3,4,3,4,2,2,3,1,2,3,1,1,4,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,67,5,9,,,0,0
1,9,9,2010,11,1,2,4,4,1,4,2,1,4,4,4,3,1,2,4,2,1,1,4,2,1,4,2,4,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,66,5,9,,,0,0
1,9,10,2010,11,2,2,4,1,1,4,4,1,4,4,4,4,4,3,4,2,2,3,1,4,4,4,2,4,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,76,0,9,,,0,0
1,9,11,2010,11,3,2,4,4,2,4,4,1,2,4,4,4,4,4,3,1,4,4,4,3,2,4,4,3,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,85,0,9,,,0,0
1,9,12,2010,11,2,1,4,2,2,4,3,1,2,4,4,3,4,4,1,1,2,3,3,1,2,2,1,4,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,64,4,9,,,0,0
1,9,13,2010,11,3,1,4,4,3,4,3,1,1,4,3,1,2,4,1,1,4,4,4,2,4,4,2,4,4,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,75,0,9,,,0,0
1,9,14,2010,11,2,2,4,4,1,4,4,1,3,4,4,4,3,2,3,2,2,3,2,4,4,4,4,4,4,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,81,0,9,,,0,0
1,9,15,2010,11,1,1,4,2,1,4,3,1,3,4,4,3,3,1,1,1,1,2,1,2,4,1,2,4,4,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,60,7,9,,,0,0
1,9,16,2010,11,2,2,4,1,1,4,4,1,2,4,4,4,4,2,2,1,3,4,3,2,2,4,1,3,4,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,71,1,9,,,0,0
1,7,1,2011,1,1,3,3,4,1,2,4,1,4,4,4,3,4,4,4,2,1,1,2,4,4,4,2,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,70,3,0,,,0,0
1,7,2,2011,1,1,1,1,4,1,1,1,1,3,1,4,4,1,1,1,1,1,1,1,3,4,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,42,17,9,,,0,0
1,7,3,2011,1,3,6,3,0,4,0,4,4,2,2,2,3,2,4,5,1,3,4,2,4,4,6,4,4,4,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,80,0,9,,,0,0
1,7,4,2011,1,2,4,4,4,3,3,3,4,2,3,4,3,4,4,4,2,3,3,1,4,4,4,3,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,82,0,9,,,0,0
1,7,5,2011,1,5,6,4,0,3,0,1,4,3,4,4,3,4,4,6,4,4,3,1,4,4,6,1,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,85,0,9,,,0,0
1,7,6,2011,1,1,4,2,4,1,3,3,1,3,4,3,3,4,4,3,2,1,1,1,2,4,4,1,2,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,65,14,9,,,0,0
1,7,7,2011,1,2,1,3,4,1,1,4,1,4,4,4,4,4,4,4,2,3,3,2,1,2,4,4,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,69,16,9,,,0,0
1,7,8,2011,1,4,3,2,4,2,2,4,3,4,4,4,3,4,4,4,2,4,4,2,4,4,4,3,3,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,85,0,9,,,0,0
1,7,9,2011,1,2,2,4,4,3,4,3,4,2,1,4,2,1,2,3,1,2,3,4,2,3,4,2,3,4,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,69,2,9,,,0,0
1,7,10,2011,1,3,3,4,4,1,4,4,2,4,4,4,3,3,4,4,3,4,3,2,4,4,4,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,81,0,9,,,0,0
1,7,11,2011,1,5,5,4,0,1,0,4,2,4,4,4,4,1,3,6,4,4,3,1,4,4,6,4,3,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,80,0,9,,,0,0
1,7,12,2011,1,2,1,4,4,1,3,4,2,4,4,4,4,2,2,4,2,3,3,1,4,4,4,1,4,4,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,75,0,9,,,0,0
1,7,13,2011,1,2,4,2,4,2,1,1,3,2,2,3,3,4,4,3,1,2,2,1,2,3,4,1,3,4,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,63,17,9,,,0,0
1,7,14,2011,1,1,1,4,4,1,1,4,1,4,1,4,4,1,1,4,3,1,1,1,4,4,4,4,3,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,62,1,9,,,0,0
1,7,15,2011,1,2,3,4,4,3,1,1,4,1,4,4,3,4,4,4,2,4,3,4,4,4,4,1,4,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,80,0,9,,,0,0
1,7,16,2011,1,2,1,4,4,4,4,2,4,2,1,4,4,1,2,3,1,3,3,1,2,2,4,1,4,4,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,67,2,9,,,0,0
1,7,17,2011,1,1,1,2,4,1,4,4,1,4,4,4,4,2,1,2,1,1,1,4,1,1,4,2,1,4,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,59,17,9,,,0,0
1,7,18,2011,1,4,2,4,4,1,4,4,3,3,4,4,3,4,4,3,1,4,4,4,2,2,4,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,79,0,9,,,0,0
1,7,19,2011,1,1,1,4,4,1,2,4,2,4,1,3,4,1,1,1,1,1,1,1,1,3,2,1,1,4,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,50,9,9,,,0,0
1,9,1,2011,2,1,4,4,3,1,1,3,4,3,4,4,4,1,4,3,1,1,1,4,4,4,3,4,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,70,2,0,,,0,0
1,9,2,2011,2,1,4,4,2,1,2,4,4,3,4,3,4,1,4,4,1,1,1,4,4,4,3,4,4,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,74,1,9,,,0,0
1,9,3,2011,2,1,1,4,3,1,4,4,1,1,1,4,4,1,2,1,1,1,1,2,3,3,1,3,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,51,14,9,,,0,0
1,9,4,2011,2,2,3,4,3,1,1,3,4,4,4,4,4,1,4,3,2,3,1,2,3,4,3,4,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,71,2,9,,,0,0
1,9,5,2011,2,1,1,4,3,1,1,2,3,4,4,4,1,1,4,4,1,1,1,4,3,4,1,4,4,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,64,7,9,,,0,0
1,9,6,2011,2,1,4,4,3,1,1,2,3,3,4,4,3,1,4,4,1,1,3,4,4,4,1,2,4,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,69,1,9,,,0,0
1,9,7,2011,2,1,2,4,3,1,2,4,3,3,2,3,3,1,2,1,1,1,1,2,3,2,2,3,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,53,14,9,,,0,0
1,9,8,2011,2,2,1,4,2,1,2,4,4,3,3,2,2,1,2,1,1,3,1,3,4,3,1,3,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,56,8,9,,,0,0
1,9,9,2011,2,1,2,2,3,1,1,2,3,4,4,4,4,2,4,3,1,1,4,2,2,4,1,4,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,63,8,9,,,0,0
1,9,10,2011,2,2,3,4,1,1,2,3,4,3,4,2,3,1,4,4,1,2,4,4,4,4,2,4,4,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,73,3,9,,,0,0
1,9,11,2011,2,2,2,4,4,1,2,4,4,2,3,4,4,1,3,2,2,3,4,3,3,4,4,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,72,1,9,,,0,0
1,9,12,2011,2,2,1,4,2,1,2,3,4,2,4,3,3,1,2,1,2,3,3,1,3,2,1,4,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,57,7,9,,,0,0
1,9,13,2011,2,2,1,3,2,3,2,3,4,2,1,2,1,1,2,1,3,4,3,2,4,3,2,4,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,58,2,9,,,0,0
1,9,14,2011,2,1,2,4,4,1,4,4,4,4,1,3,4,1,3,2,1,1,2,2,3,4,4,4,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,67,3,9,,,0,0
1,9,15,2011,2,2,1,4,1,1,2,3,4,3,4,3,2,1,2,1,2,4,4,3,4,2,2,4,4,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,66,2,9,,,0,0
1,9,16,2011,2,1,2,4,1,1,3,3,4,3,2,4,2,1,3,1,1,1,4,2,3,4,2,3,4,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,61,4,9,,,0,0
1,9,1,2011,1,2,4,4,3,1,1,3,4,3,4,4,4,2,4,3,2,2,1,1,4,4,3,4,4,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,74,1,0,,,0,0
1,9,2,2011,1,2,4,4,2,1,2,3,4,4,4,3,4,1,4,4,2,2,4,4,4,4,3,4,4,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,0,9,,,0,0
1,9,3,2011,1,2,1,4,3,1,4,4,2,3,4,4,4,1,2,1,1,3,1,2,3,3,1,3,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,60,13,9,,,0,0
1,9,4,2011,1,1,3,4,3,1,1,3,4,4,4,4,4,1,4,3,1,1,1,4,3,4,3,4,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,69,1,9,,,0,0
1,9,5,2011,1,1,1,4,3,1,1,3,3,4,4,4,1,1,4,4,1,1,1,1,3,4,1,4,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,58,6,9,,,0,0
1,9,6,2011,1,3,4,4,3,1,2,3,3,4,4,4,3,1,4,4,4,3,3,4,4,4,1,2,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,79,0,9,,,0,0
1,9,7,2011,1,1,2,4,3,1,2,4,4,3,3,3,3,1,2,1,1,1,1,3,3,2,2,3,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,56,13,9,,,0,0
1,9,8,2011,1,2,2,4,2,2,2,4,4,3,4,2,2,1,2,1,3,4,4,4,4,3,1,3,4,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,70,7,9,,,0,0
1,9,9,2011,1,2,2,3,3,1,1,2,3,4,4,4,3,2,4,2,2,3,1,3,2,4,2,4,4,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,68,7,9,,,0,0
1,9,10,2011,1,2,2,4,1,1,3,3,4,4,4,1,2,1,4,4,3,3,1,3,4,4,2,4,4,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,71,2,9,,,0,0
1,9,11,2011,1,2,1,4,2,2,3,4,4,2,3,3,4,1,3,2,3,3,4,4,3,4,4,3,4,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,75,0,9,,,0,0
1,9,12,2011,1,1,4,4,2,1,2,3,4,2,4,3,2,1,2,1,1,1,1,1,3,2,2,4,4,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,57,6,9,,,0,0
1,9,13,2011,1,1,1,3,2,4,2,2,4,2,1,1,1,1,2,1,1,3,4,3,4,3,2,4,4,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,58,1,9,,,0,0
1,9,14,2011,1,2,2,4,1,1,4,4,4,3,1,4,4,1,3,1,1,2,1,1,3,4,4,4,4,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,66,2,9,,,0,0
1,9,15,2011,1,2,1,3,1,1,2,3,4,4,4,3,2,1,2,1,3,4,1,3,4,2,2,4,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,60,1,9,,,0,0
1,9,16,2011,1,2,2,4,1,1,2,1,4,4,4,3,2,1,3,1,2,4,4,3,3,4,1,3,3,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,65,3,9,,,0,0
1,7,1,2011,2,1,3,3,3,1,2,4,1,3,3,4,4,3,4,4,2,1,1,4,4,4,4,2,3,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,72,4,0,,,0,0
1,7,2,2011,2,1,1,1,1,1,1,2,1,4,4,4,4,4,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,50,18,9,,,0,0
1,7,3,2011,2,3,6,1,0,4,0,3,4,2,2,3,3,1,4,5,1,4,4,4,4,4,6,4,4,4,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,80,0,9,,,0,0
1,7,4,2011,2,2,4,3,2,3,2,3,4,2,2,4,3,4,4,4,2,2,2,4,4,4,4,3,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,75,0,9,,,0,0
1,7,5,2011,2,3,6,4,0,3,0,1,4,3,2,3,3,1,4,6,4,4,3,4,4,4,6,1,4,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,80,0,9,,,0,0
1,7,6,2011,2,1,4,2,1,1,1,3,1,2,2,4,4,3,4,4,2,1,1,1,2,4,4,1,2,4,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,59,15,9,,,0,0
1,7,7,2011,2,4,1,4,1,1,1,2,1,4,4,4,4,4,4,4,2,4,4,1,1,2,4,4,2,4,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,71,17,9,,,0,0
1,7,8,2011,2,3,3,2,2,2,2,4,2,4,4,4,3,4,4,4,2,4,4,4,4,4,4,3,3,4,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,0,9,,,0,0
1,7,9,2011,2,2,2,4,1,3,4,3,4,2,1,4,3,1,2,3,1,2,2,4,3,4,4,2,3,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,65,3,9,,,0,0
1,7,10,2011,2,2,2,4,2,1,4,3,2,3,4,4,4,2,4,4,3,3,3,4,4,4,1,2,2,4,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,75,0,9,,,0,0
1,7,11,2011,2,3,3,4,0,1,0,4,2,4,1,4,4,1,1,6,4,1,1,1,4,4,6,4,3,4,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,70,1,9,,,0,0
1,7,12,2011,2,3,1,4,1,1,3,4,1,4,4,4,4,4,4,4,2,3,4,1,4,4,4,1,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,74,1,9,,,0,0
1,7,13,2011,2,1,4,2,3,3,1,1,4,2,1,2,3,4,4,3,1,1,1,4,2,3,4,1,3,4,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,62,18,9,,,0,0
1,7,14,2011,2,1,1,4,4,1,1,4,1,4,1,4,4,1,1,4,3,1,1,1,4,4,4,4,3,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,62,2,9,,,0,0
1,7,15,2011,2,2,2,4,4,4,1,1,4,1,1,4,3,1,3,4,2,3,3,4,4,4,4,1,4,4,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,73,1,9,,,0,0
1,7,16,2011,2,3,1,4,2,4,4,1,4,2,1,4,3,1,2,3,1,4,4,4,1,2,4,1,4,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,65,3,9,,,0,0
1,7,17,2011,2,1,1,1,1,1,4,4,1,4,2,4,4,1,1,1,1,1,1,4,1,1,3,2,1,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,50,18,9,,,0,0
1,7,18,2011,2,1,1,4,4,1,4,4,2,2,1,4,4,1,1,3,1,1,1,4,2,2,4,1,4,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,58,1,9,,,0,0
1,7,19,2011,2,1,1,4,4,1,1,4,3,4,1,3,4,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,48,10,9,,,0,0
1,9,1,2011,3,2,4,4,3,1,1,3,4,2,4,4,4,2,4,4,2,2,1,4,4,4,3,4,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,74,3,0,,,0,0
1,9,2,2011,3,2,4,4,1,1,1,3,4,4,4,3,3,1,4,4,1,1,4,4,4,4,3,4,3,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,74,2,9,,,0,0
1,9,3,2011,3,1,1,4,3,1,4,4,1,3,4,4,3,1,2,1,1,1,1,1,3,4,1,3,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,55,15,9,,,0,0
1,9,4,2011,3,3,2,4,2,1,1,4,4,4,4,4,4,1,4,4,4,4,1,2,3,4,2,4,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,74,3,9,,,0,0
